review,user,score,review_date,loc,helpful
"Very disappointed. First - The Silk browser which apparently is the only one I can use accepts, without question nor warning, revoked SSL/TLS certificates. Anyone who uses it is setting themselves up for some potential serious malware attacks. Second - My old Kindle Fire HD 8.9 had a mini HDMI port that allowed me to connect the device to a big screen TV which I used off grid to watch Prime content by downloading Prime shows/movies to the device then bring it with me when I went off grid. The ""All New FireHD 10 Tablet"" has no such port and hence no such capability. It doesn't support Screen Mirroring either so recasting to a larger device is a desirable feature that was deprecated. Had I known that Amazon was taking these desirable capabilities off the table I would never have purchased this new device to replace my current one.I will say that it is much faster than my old Kindle Fire and that the screen is much nicer but the eliminated features render it virtually useless to me!I tried to add an image of the GRC Certificate Revocation output by using the Silk Browser to access Revoked dot GRC dot Com and using the screen capture on the kindle device to capture the revocation notice. I was able to do that successfully and capture the screen but when I attached the Kindle to my computer to the grab the image and attach it to this review I was informed that my Kindle had ZERO directories or files on it. Another serious problem with this device discovered while trying to document 2 other game changing problems.Now, the best for last. The Kindle Fire HD 10 9th Generation cannot and will not connect to my Fire TV Recast.  The Recast is wired Ethernet connected to a gigabit router with cat6 UTP throughout the house (including connections to my many other Fire Sticks.) Everything communicates just fine except the HD10 - and that includes my Samsung Galaxy S8+. This new tablet insists I need to plug an Ethernet cable into the recast in order to make the connection. That connection is already in place and every other device on the network knows it - except for the New and Improved Kindle Fire HD10 9th generation!  Going into settings in any of my fire TV devices to Live TV/Recast shows a wired connection  with an internal IP address (192.168.1.xxx), and a wired and a wireless MAC address for the Recast Device.I tried everything under the sun to get this to work but to no avail. It just wasn't going to happen. I removed the FireTV app from the HD10,  shut everything down, removed the Ethernet cable from the Recast, started the devices up again, downloaded and installed the Recast APP on the Kindle, started the pairing process, got to the screen where it says ""Your Fire TV Recast needs an Ethernet Cable plugged into it...."".  So I plugged it back in and nothing happened. I was given no option to move ahead. All I could do was back up a screen and go into an endless loop of going nowhere!In desparation I did a factory reset on the HD10 and went through the pain of setting it up and re-authenticating with my highly entropic 63 character bullet proof passwords only to end up back in the same place... NOWHERE!Can you spell ""BUYER'S REMORSE"" and ""UTTER FRUSTRATION""? After reading this I am guessing that you probably can.This most recent discovery has prompted me to downgrade my 2 stars to 1 star.",Justin Sayne,1.0,"November 24, 2019",United States,177
Beautiful tablet. White as snow! Setup was a breeze. Pre-ordered on impulse when I found it would be releasing in this color. I love it!,Amazon Customer,5.0,"October 30, 2019",United States,162
"Amazon is really going down. I've had lots of battery trouble with all my kindkes. It's the battery that kills them. And while I was able to replace the battery on my first kindle, they made it harder, then impossible. But I got this new kindle so I would be able to restore my bookmarks. The main reason I hate the Silk browser is not being able to import or export bookmarks. I think it's deliberate. But I bought this new 10 inch just to keep my bookmarks. But while it would restore my ebooks, it wouldn't restore my bookmarks, which is a deal breaker for me.Got on the phone trying to get help and talked to someone who barely spoke Engish, who wanted to wipe my old 8.9, the kindle I loved best, instead of this 10 inch. And when I said bookmarks this guy thought I meant ebooks, which did restore. Took a while to half show him what I was talking about. No matter how long I was on, following his directions, no bookmarks.Now I have to send this back, get another kind of tablet and lose all my bookmarks. Really upset about it. But nothing I can do.",alllie,1.0,"November 2, 2019",United States,167
Have not set it up. I had bought the charging dock for this new tablet. Guess WHAT it does not CONNECT TO THE CHARGING DOCK.,Bobo,1.0,"October 30, 2019",United States,153
Purchased new Kindle Fire because update on phone no longer allowed me to connect to my hotspot and figured that it was time to update since I had my kindle fire for a few years. I liked the text to speech feature on my table which allows me to listen to my books while I am working. On the new kindle the text to speech reads a page when the cover is closed and then stops. When the cover is open the text to speech may last at the max 20minutes before it stops. Sometimes it will start again once the screen is unlocked. If you value this feature this is extremely annoying. And there is nothing listed on the help manual to fix this problem.  I have not tried the other features on the tablet yet only had it for a couple of days but the main feature that I wanted which is text to speech is the feature I am having the most issues with. I called tech support and was offered $5 for my inconvenience and told that the problem is a known issue and will be fixed in two days. What a crock ... none of it was true..thinking about returning tablet for a refund.,E.D,1.0,"November 13, 2019",United States,128
"I will keep it short and simple. Picture and sound are great. does seem faster at times but at others times will be ""laggy"" for no reason when I am not downloading or streaming things. Last the big issue I have is that it keeps.deleting my ebooks, I have had a kindle some the first gen kindle fire and have a nice ebook collection and  it matter how I try it seems to delete and.I download every 8 to 10 hours and so far no real answers from tech support.UPDATE: Okay so a day after this review was posted I was contacted by an Amazon tech person. This time after explaining what was going on and what had already been tried I was sent a new kindle along with instructions on how to return the one I had. The new one came and the old one picked up 3 days later. I downloaded a book and it was still there for 2 days but on the third day it had been deleted, however the kindle had also received an update. Later the same day the same tech person called me and asked about things to which I explained okay till that morning when again books where deleted from the unit. I was told that the update was to fix this issue. (Guess I was not the only one) I am very happy to say that since thank have downloaded my library of over 600 books and no issues with them be deleted now after a week. I also want to add that the issue with the random ""lag"" I had had also stopped.",craig blanton,4.0,"November 2, 2019",United States,123
"I'm not the typical user of a tablet; not a gamer, do all my computing at home on a desktop, don't do social media, don't even have a smartphone.  I've worn out one Kindle E-reader and am hard at work on the second.  I would quite probably have let the tablet scene pass me by, except that I acquired (in 2013) one of the early Fire tablets (HD7) as a premium gift for buying a treadmill from Yowza Fitness.  In a word, I loved it; book and magazine illustrations in Hi-def color was one of its most enjoyable features to me at the time.  It was a little underpowered for video, though it would stream non-HD content fair-to-middling and play just about any downloaded video just fine, HD or not.  So I used and enjoyed it for six years, until I caught wind of the soon-to-be-released Amazon Fire Tablet HD10; there was a lot being said about it, most of it quite positive, enough so that I took the plunge and invested a little less than 250 dollars (tablet, case and heavily-discounted SD memory card).  I can't speak for others, only for myself, but I think I got a heck of a good deal.  The tablet is beautifully made and has a good solid heft; the case is a perfect match for it.  The designers and manufacturer couldn't have improved on it; for looks, I think they came up with a winner.  The colors, graphics, video definition (it also streams HD just fine!) are all top of the line.  It's a bit more complicated than the other one, but still easily learned.  It comes with a fairly large number of Apps preinstalled, and that aren't designed to be removed; I don't mind that too much since there's only a very few that I wouldn't use at all, and I've got LOTS of storage space.  But it is kind of annoying that I can't ""hide"" the icons that fill up the Home screen like I can do on my old desk-top Acer running Win 10.  And while I have nothing against it, I also have no real use for or interest in the Alexa feature; its home-screen icon is four times the size of all the others, and constantly exhorts me to tell Alexa to do something.  But those are minor details and take nothing at all away from my overall positive view of this exceptionally fine example of precision electronics.  And the price! A genuine bargain.  Thanks very much for a fine product and letting me say a few words about it.UPDATE TO ORIGINAL REVIEW January 26, 2021:  I've had this tablet for just over 14 months, and have used & enjoyed it just about every day of those 14 months.  I successfully installed Google Play Store shortly after I bought the tablet, specifically to get Google Chrome which greatly enhanced its value & utility.  I was able to watch HD videos on YouTube, TV shows & movies on Amazon Prime, all without any buffering.  I regularly read books & magazines in stunning color on the nice large 10-inch screen using the Libby App.  In short, I was very happy indeed with my tablet.  Which is why I was both surprised and disappointed when it suddenly and inexplicably stopped working.  I'd been reading a library book off and on the past few days (I've read dozens on the tablet) and today I stopped reading to have supper; just closed the case like I've done from the beginning as it just puts the tablet to sleep.  When I'm ready to use it again I just open the case and the advert screen comes on first; I just swipe upwards and get back to the exact page of my book that I was reading, or the home screen if I closed the app before putting the tablet to sleep.  After supper today, when I opened the case, I was met with a blank screen, like I'd completely powered down (I hadn't).  Pressing the on/off switch did nothing; pressing and holding for a slow count of 10 was the same.  Plugging it in to the AC Charger should have within a few seconds rebooted the tablet; several times I've read or watched videos to the point where I ran out of juice and the tablet says ""powering down"" and turns itself off, but plugging it into the AC turns it right back on again, showing the charging symbol doing it job.  The tablet was not low on battery power this time; when I closed the case to go eat supper the battery icon in the upper right corner read 48%; it should not have turned completely off, it should have just gone to sleep like it always has.  Even after leaving it on the AC Charger for >2 hours, pressing the on/off switch did nothing; the tablet is completely dead, and I cannot figure out why; it was working flawlessly.  What I said in my original view about its being an ""exceptionally fine example of precision electronics"" still holds.  This is a great tablet; I just had bad luck with mine.",xgi93,5.0,"November 4, 2019",United States,95
"I thought this was going to be a great tablet until I got it and realized it had two capabilities missing. It has no screen mirror capability even to their own Fire TV stick! There are standards here, it should work with Roku and Chromecast and other TV streaming devices. Then I moved to ""well I will have to go to the wired mode"". But no, the new USB-C connector is used for charging and DOES NOT SUPPORT USB-C TO HDMI TO GET TO YOUR TV. With these 2 capabilities missing the tablet is so crippled it will have to sell for a much lower price.Given this I encourage Amazon to bring back screen mirroring and to bring industry standard capability to the ""USB-C"" connector or label it a charging port and not USB-C. Without these changes I give the tablet a 1 star rating.",Kent H.,1.0,"November 26, 2019",United States,106
"I own previous generation of Fire HD 8 and Fire HD 10.  So, I know how the Fire tablet works with micro sd card.However, this is Fire HD 10 tablet, working with micro sd card is a challenge.  After spending some time and some tests, I have some findings.  This Fire HD 10 tablet requires you to erase (format) your inserted micro sd card before the first use in the tablet.  And the format is only FAT32.  (FAT32 is a problem for some large size Sandisk micro sd card with the File  Reading Error.  I was told that ExFat format is safe for large size micro sd card)Regardless, you can't come prepare with files on your inserted micro sd card.  You have to let this Fire tablet to erase (format) for you.  Once you do that, it gives you two options.  1.  Use the micro sd card as the internal storage of the fire tablet, i.e. apps  2.  Use the micro sd card as portable storage only, i.e. music files or data files)So, you don't have to flexibility to switch sd cards.I tested a 32G, 64G and 128G micro sd card.  I am comfortable to use 128G now.The speed is very good on this device, compare to my other collections of previous generations of Fire tablets.About battery life, I am going to find out.",T. Yiu,4.0,"November 23, 2019",United States,88
"I have had this 2 days.. I have had to download the same books on the 'integrated' Kindle app 4 times since it seems to think I want to remove them every time I switch to a different app.  When switching out of the Book app, it doesn't save the book I am reading (it does save the location on the book I am reading) and I have to re-open it every time.  Kindle app on iPad and phones works much better.I will be returning the device and not asking for a replacement.",Mike M,1.0,"November 5, 2019",United States,100
I have had my Fire HD for two days and it seems ok. The reason I’m giving 2 stars is because I paid and extra $15 for no ads and I started receiving them anyway. I ended up spending time figuring out how to turn them off.I am debating sending my tablet back some the $15 extra for no ads was a farce and I would consider it false advertising.,Dean S,2.0,"November 17, 2019",United States,81
"I just received my fire hd10 today. I have had it for about 8 hours. So far, I hate it. I have  fire tablet 8 and I think I might send this thing back for a refund!! I love my 8, which is why I ordered the 10. It was supposed to be better. It's NOT! I tried calling every support number for this thing I could find. On one I got an answering machine that said it was the help line for the fire 10, then it said goodbye and hung up. I have been shopping at Amazon since they first started in business and have continued to transfer as much of my business to Amazon as I can throughout the years.  This fire he 10 has me rethinking that practice. There is no help with the fire hd 10! At this point, I would NOT recommend anyone purchasing a fire he 10! In fact I would tell them to stay away from them and to with the older models.  There's not instruction manual with this machine, but I just found one on Amazon (using my 8 tablet) that so can buy for an additional $14.95. Up until today I have loved all my fires and happily recommend them to anyone who would listen. So far, I will not be recommending the 10 to anyone. If anything changes, I will update this teview.but as of now they have a very dissatisfied customer!",Dinah R.,1.0,"December 4, 2019",United States,78
"I have read a few reviews in the tech press that lack any detail, leading me to feel the writer has spent little time with this device. I have been using it for just under a month and wish to share my experience. The screen image quality is very good. I have watched several videos on Netflix and Amazon among others and have found the image quality to be excellent.The audio and the projected stereo sound field is at times extraordinary. I, have on more than one occasion looked to the side as a result of the stereo sound field.  One must recognize the speakers are extremely small and keep one's expectations realistic!Battery life is, in my experience awesome. I can watch 2 full-length movies, no problem with juice left to spare. last night, I spent 4 hours with it and it still showed 54% battery remaining. I call that excellent.The device itself is somewhat heavy and very, very slippery so I urge you to purchase a case quickly.Now I come to the Amazon Fire 10HD operating system, a fork of Android.  It handles somewhat different than pure Android but those who have used Android will quickly find the way. The included applications, such as calendar, Silk search, and email are plain and simple but get the job done with a very small learning curve. I suspect Amazon is concerned that some will purchase this fine device with little or no experience with software so keep it simple rules the day.Even, after all this time the Alexa app still suffers a poor user interface. Navigating its convoluted route through Alexa reality is at times confusing at best and I use 3 Chromebooks and 2 PC's so I can most often ""hack it"" around the worst. Most who purchase the device with experience with the Alexa app will suffer only minor pain.Now I fear I have come to the Amazon App Store. The depth and breadth is very small compared to Google's Play Store. Perhaps one fine day Amazon and Google will work something out and Fire tablet sales will explode.A major positive is that  Amazon provides the means of turning off all the Amazon promo stuff so one will not be tortured with pushed adds. Of course, some will like the adds!I must say, without a doubt, at the sale price this tablet is a steal!  If one is an Amazon video user,  along with Netflix buying the Fire HD 10 is an easy and intelligent choiceI wish to add that I have been an Amazon customer for some 11 years and have been satisfied with other Amazon products and Amazon Customer Service is outstanding, period!",Mic,5.0,"November 23, 2019",United States,73
"I had bought a fire tablet a year or so ago. Due to the poor performance and lack of apps I returned it. Fast forward to now I tried again. I will say the tablet performed well for the price. The problem i had, with my less than a week old tablet, was with the touch screen. There was a spot on the screen that was acting like I was pressing it but nothing was touching the screen. I tried cleaning, removing from case, and every other thing I found online. Nothing worked so I contacted Amazon. After 40 min on chat they are going to send a replacement. 3 days later (when I purchased the original it showed up the next day) I get the replacement only to see that it's a remanufactured tablet. Sorry but that's not acceptable to me. I paid for a new tablet and received one that didnt work so I get sent a remanufactured one instead? No thanks! I'm sending it back even though I think it would have worked for what I wanted it for. Really disappointed in Amazon on this transaction.",Dakitez,1.0,"December 18, 2019",United States,75
Great response time. Seems faster than the 2017 version. Nice blue color. Great to be able to use the newer USB C charging . As usual the set up was very easy. I think the screen is crisp and clear. You can't beat this type of a bargain for a functional full-size tablet. It has plenty of stock apps in the Amazon store... But I used the apk's for the latest generation  HD 8 and loaded the Google Play store. Now it is a fully functional all around tablet. Highly recommend..especially for kids and adults for these bargain prices. You won't regret!! Buy Now!,TLWill01,5.0,"October 31, 2019",United States,72
"For me, this was a huge step up. I have been using a 2nd Generation Kindle Fire but wanted to be able to use some of the options on the new Fire Tablet.Jumping from 12.6 GB to 64 GB (with an option up to 512 GB) was an important need, giving me the ability to store/use the amount of video I anticipate to be sharing in the coming months. I also had a need for a camera, and the Fire HD 10 has two, front and rear. Additionally, I was excited to see the difference between the speed of my current unit versus the new one. The unit also touted faster charging than before, which would be nice as my 2nd Gen charges at a glacial pace.As far as extras, the 64 GB is a healthy chunk more than the 32 GB, so you can save some dollars if you don’t need the storage. I wanted even more storage, so I added a San-Disk 128 micro SD Memory Card. As stated above, you can have add more memory, but this seemed to be enough for my current needs. If you drop things from time to time or have exploratory children, adding the case is good insurance.Easy to set up, and so far, it’s been everything promised. Five stars.",Dee Arr,5.0,"October 30, 2019",United States,62
"Arrived yesterday and setup went fine except that the new tablet couldn't restore from my Amazon backup. It's not a huge deal because I use a handful of non-default apps: Netflix, YouTube, Facebook, Instagram & Twitter. Running lean on the prior gen Fire helped to keep things from getting bogged down...I'm happy to say that the new CPU and RAM keeps things very responsive. CCleaner doesn's seem to work reliably but now you can close all open apps at once in the task manager...huge plus. I am happy with it....I ordered a new cover but found my old cover fit. Unfortunately the Alexa Dock doesn't work....it uses micro USB and the new tab is USB C. Ah well, progress...Update: Tablet will lock up on formatting micro sd card as internal storage. Will format as portable storage just fine. Not sure what the issue is. I’m removing a star every time i spend more than 5 minutes trying to do something.Update: Tablet will not connect to bluetooth keyboard. It does not see the keyboard during the pairing process. Also, when viewing YouTube videos via the app from the Amazon app store, the display will go to sleep while viewing the video. Oh Amazon, why do you torture me so?",omegarazor,2.0,"October 31, 2019",United States,65
"This is my 23 fire tablet and so far I hate it.  The home screen text is smaller at the largest size.  Text everywhere is outlined making it very hard to read.  The line showing video, books, apps, etc. at the top of the home screen is all in a white outlined text and an icon for the apps library overwrites it and can't be turned off.  Many of the screens have overlapping text, as if trying to squeeze too much in.  And after searching for the past hour it seems I can't change or customize any of this.  I don't care how much better the battery life is if I hate looking at the thing.  Wish I had my old HDX back, as far as I'm concerned the Fire tablets are getting cheaper and worse.  Going to buy a galaxy, name brand loyalty only goes so far.  And what happened to the Echo Spot?!?  I loved it, but all you can get now are the Echo Shows, and the ones I have have horrible distorted sound.  Amazon, stop trying to be cheaper and focus on having quality products like you used to.",RDC,1.0,"December 7, 2019",United States,61
"Got this to use the voice features. Tablet does *not* include the android feature of miracast, only casts to amazon braded devices. Not surprising since its using the FireOS, but disappointing. Also, icon size and fonts are not changeable/customizable in a native fashion. Was able to sideload a normal android app to kinda work, but not 100% successful. In the end, had to return it. Screen is nice and clear, and responsiveness is good, but lack of cast, fonts, and later i discovered USB-C to HDMI made it unsuitable for my needs. I will see if later generations overcome these deliberate shortcomings if enough users like me complain about it. Return process was simple as all of my previous returns have been.",Lars A. Morgan,1.0,"November 12, 2019",United States,60
"First off, the tablet came packed in a bigger box with absolutely no packing material.  I really expect it not to even turn on.  Second, when I turned it on, I expected to see the standard android screen, not a setup where I was required to hook up my wifi before I could do anything else.  But fine, once I did that, I discovered there is no browser, and even trying to go to the playstore requires logging into my amazon account.I could see that if I were buying a simple kindle book reader, but I thought I was buying a tablet.  The UI on the device is basically rewritten to be push amazon sales.  If I'd wanted that, I would have gone with the cheaper option and gotten the ads promoted version.This is nothing more than an advanced kindle.  Don't buy it if you think you're buying a tablet.",Borgman,1.0,"November 24, 2019",United States,56
"Just got it today love it so far! Bought it for my grandma so she can see the screen, its huge and works perfect for her!",Sarah knight,5.0,"October 30, 2019",United States,54
I based my purchase of this product on the first HD 10 I owned which had display mirroring. Had I known Mirroring was no longer supported I would never have bought it. It's a lot easier on my eyes to cast to the 60 inch TV to read. Thumbs down. I will be going to an android tablet that will do what I need it to do.,Amazon Customer,1.0,"November 2, 2019",United States,58
"With so many reviews I doubt anyone needs another one to make a decision on whether or not to purchase this newer Fire 10 tablet, but I'm very satisfy with the purchase and I feel it's fair to share that experience. I own a Fire 10 2017 tablet and other than for the occasional book reading and video watching, I preferred to use my old laptop Instead because the table's slow response, especially at the startup. I hated it going to the internet as well because the pages were slow to open and to response. I have fiber optic internet, so internet speed wasn't the issue.But this newer Fire 10 tablet is so much faster and responsive to every command. Whether is online shopping, watching the news, searching the internet or watching a movie, you can see and feel the difference...like day and night. I ordered the black color tablet and the one issue that may be bothersome, especially for those with bad eyesight, is that the power and volume buttons are not easy to find. Since the screen can rotate, you may find yourself pressing on the wrong side of the tablet, especially at night when your partner is sleeping and then suddenly a video pop-up on your screen and the table's volume happens to be way up. I'm sure you'll get use to it, but really would have like the buttons to be of different color like red, blue or green.I recommend that it you do get one, order the cover as well. It's made specifically for the tablet, it's also of high quality, looks great and can protect your investment. Whether to order the 32 or 64 GB that's your preference; I ordered the 64 GB because I feel is better to have a larger storage and don't need it, than to need it and not having it. I loaded the Google Play store because of the apps I constantly use, so I'm sure the larger storage will come on handy. I also purchased a 128 GB  SD card for videos, photos and file storage.To summorize, this tablet is faster than its predecessor, still at an amazing low price and I'm sure if you get one you'll like as well. I recommend it.",Felix,5.0,"November 21, 2019",United States,42
"Prior to this, I had a Kindle Fire HD 8 (7th Generation). I traded it in once the new HD 10 was available for preorder (receiving 20% off). I am very satisfied with my purchase; however, there are a few things I need to note here.Hardware: The CPU is a MediaTek 8183. It's four Cortex-A73 and four Cortex-A53 cores running at 2.0 GHz. Performance is very solid, so much better than the previous models which were running quad-core only. The 2GB of RAM is a bit of a hurdle (it really should have been 3 GB), but the 32GB of storage with expandable card slot are great for the price. The 10"" 1080p touchscreen is good looking, but it also feels of a better quality and sensitivity than the previous models. The battery is 6300 mAh, and I find myself charging it once every 2-3 days. The USB-C port is the best upgrade Amazon made here.Software: The system is Fire OS 7. When you install apps to view system information, they claim it's a modified version of Android 9.0 Pie. Some of Pie's features are readily noticeable (clock screen on the left, a supported Picture in Picture mode, etc.) but you can also tell it's a very slimmed down experience. For example, there is no apparent multi-window support (though developer options show the option is somewhere deep in the system). The settings are also very, very slimmed down - which can make it hard to configure the tablet the way you might a stock Android tablet.App Support: It is still possible to sideload Android apps to the tablet (including Google Play), but you do so at your own risk. As with previous versions of Fire OS, not every Android app will be compatible. What concerns me, however, is that some of Amazon's own apps have performance issues despite being preloaded into Fire OS. Amazon Music, for instance, would not work the first time my tablet was set up. I had to factory reset just to make it work. Amazon's apps are also more frequently updated in the Google Play store than in Amazon's own appstore. I don't understand why they do things this way.I plan to keep this tablet for at least two years. I hope to get a lot of versatility from it. Hopefully you will as well.",M. Koller,4.0,"November 13, 2019",United States,42
"if you are looking for ""out of the box friendly,"" boy are you in the wrong place.  This is my 4th Kindle tablet and including my first one when I was a complete novice, this is absolutely the worst as far as internet use is concerned. Oh, yes, I have connection BUT I CANNOT GET TO A SEARCH ENGINE PAGE.  I get these clogged up pages with buttons to push, NO search box at all, and syncing bookmarks from previous device is a complete (not funny) joke!  I hate this.  My old tablet did need to be replaced but I should have bought local so i could easily seek help.  Amazon help is sporadic and can be useless.  I figure I will eventually stumble on satisfactory usage but it hasn't happened in five days yet.  I admit, I am not technical, but I wasn't with my first three, and I did not have this much trouble.  Do not get this unless you are very comfortable with technical angles of set up.  I have been blindsided by how unfriendly this is!Update and this is not good:  some 6 or 7 months later.  You are aware we have had some major distractions during the months, so I have made sporadic attempts to synch my tablet to my printer.  Now, I can read the manual so I tried that route.  I have a pretty well known make of printer:  HP but when I clicked on the link to download the HP app, I got a ""sorry, that page no longer exists"" message.  I even returned several times to try, I suppose thinking it would suddenly exist again.  Anyway, yesterday, I decided to dedicate the time to call tech service at AZ.  The young woman who took my call was marginally knowledgeable and did seem to have some resources available, but OVER AN HOUR LATER, I was out of time (and patience) and she seemed out of ideas.  We parted amicably but the conclusion we reached is that there is no HP printer app available for Kindle 10.  I am still unable to use my wireless printer with this Kindle. And oh by the way, I frequently printed from my previous Kindle.  The block against HP was certainly hushed up in the promos for this tablet.  Grrrr.",CenTexGal,2.0,"November 2, 2019",United States,44
"I am greatly disappointed with this tablet. Not because of performance but lack of control over configuration and available apps from the Appstore. Also preloaded with a lot of junk apps that I cannot remove. Unable to install more secure, privacy enabled browser. Built in Silk Browser isn't even configurable for increased privacy. This is only good for use as an ebook reader and video player for Netflix, Prime and Hulu. It's a shame because display and performance are cancelled out by Amazon centric operating system and preloaded junk. Will be returning and looking for a more consumer friendly tablet.",alex s,1.0,"November 25, 2019",United States,49
"If you intend to add an SD card, to store large files (videos, movies, etc), then you are out of luck with the latest Fire tablets!Disclaimer: I installed the Google play store. I have some apps that run in the background.This tablet ocasionally loses its WiFi connection.My installed apps occasionally lose permission to the sdcard.The tablet updates and resets, without prompting.I think the OS is biased against standard Play Store apps.This tablet is not acceptable for keeping appointments, and scheduling tasks, etc.Probably useful for Amazon apps video, music, but, the Kindle Fire OS is a poor implementation of standard Android capabilities.",Ron Kropp,1.0,"November 28, 2019",United States,38
"Mostly I'm disappointed. I know read the reviews. If you are buying it to watch movies and tv shows you will probably love it. It just arrived today. As I am checking it out it has jumped between non related things a couple times. Also unfortunately I will have to reinstall several things that I hoped would make the transfer. It seems as though Google is there almost every time I bring up anything that needs a password or try to open e-mail. I have difficulty seeing and have used kindles for years because I can adjust the print. On the HD 10 one of the first things I did was adjust the print size. Very disappointed. All of my kindles have the pop-up's left in, they never bothered me that much. Usually if you are not interested or occasionally offended by something you tap not interested, something else pops-up, you still have the option to tap not interested, but it doesn't necessarily change. Also you can no longer leave many of the pop-up until the clock runs out on it. No these are real commercials, you have to wait till the end before going back to your whatever. I loved both of my HDX's and my Voyager, my paper white, etc. More recently it seems kindles have become more of a kids toy. I asked what was the very best Kindle they had on the market today. I did not mention price or anything else, just what was the best. This was it. I have bought more than 20 kindles. This will probably be the last. By the way my HDX still works.Up date-I'm adding a star. I spoke with a pleasant representative, easy to understand,  knew the product. Finally someone acknowledged they didn't have an answer for why the print was so tiny, even though I had gone into settings increasing the size to the max. They transferred me to a Kindle rep. Immediately showed me what to do. Simple, straight forward, increases the font size for books. Wow! Three things, solved a major problem since I use Kindles for reading because my sight is impaired, knew the product and was easy to understand.",Rowan,4.0,"November 15, 2019",United States,37
"Its much faster than my old HD 10 (7th generation).  I had one problem getting going.  I had purchased a 128 GB SD card from Amazon to go with the tablet.  The setup only took a few minutes then I put the SD card into the tablet. I've done this many times before.  You place the SD card in the slot than go into the ""Storage"" section of settings and touch the ""mount SD Card""  icon.  usually once you pressed this icon it would change to ""remove the SD Card"".  When I touched it the icon flashed then went back to its original ""Mount SD Card.  A couple of minutes later the screen when white with the notice ""reformatting the SD Card"".  The scale stayed at 20% for about 10 minutes when the screen went blank.  I pushed the on/off button and nothing.  After about 10 minutes I tried holding the button in to restart the tablet.  Nothing happened.  I called Amazon help during which another 20 minutes passed.  Once I explained my problem to the tech the screen lit up on the tablet and everything was normal and the SD Card was installed. Something happened but the tech couldn't explain it. The tablet ended up down for about an hour.  Also I just noticed there is no menu under the external storage  option.  My 7th generation gave me choices as what to save - there is nothing at all in the menu on the new HD 10,",Herb,4.0,"October 30, 2019",United States,34
"I bought this when my fire stopped connecting to wi-fi, I thought this would behave a lot like my fire which I really liked.  It is not one finger tap, using from one to 4 fingers and I don't know why they changed that.  it is not intuitive like the original fire and it does not want to work with the games I like, not responding to commands with a simple tap and drag like the fire did.  it should not be this difficult to use.",Kurt B. Benson,2.0,"November 1, 2019",United States,34
"I purchased this because I needed an inexpensive device to read around the house.  It had to be light enough to hold without fatigue, have good battery life, and be able to run a selection of my Android apps. For the most part, it met my expectations.Price was very good. At $100, this was far less expensive than an iPad (which my daughter absonded with), the Pixel Slate (which though I still own, has lots of software issues), and other devices from Samsung (yup, good devices but out of my price range).Weight is not bad. It's not as light as the iPad but acceptable for my needs. Battery life seems very good. It took a while to charge, but I've been using it for a few hours and it's still above 80% charge.Main downside is that the Amazon version of Android doesn't have the Google Play app store. Amazon has a subset of apps including Netflix, various office tools, some games, HBO Go, etc.. These suffice for the most part, but installing Chrome browser requires downloading APKs and enabling supposedly insecure sources. Final nitpick is that the home screen seems like a big adspace for Amazon. I like Amazon but don't want it in my face all the time.",Kwan L. Lowe,4.0,"November 24, 2019",United States,32
"I had the previous version but it got stepped on. I got this one because of that. I was so sad when my other one broke but, in retrospect, it was okay because I LOVE the new one!The interface is sleeker. Even the icons are streamlined, giving it a higher end feel for the same great price.The graphics got an upgrade and you can tell. It's faster and the battery life is still impressive.I did have the opportunity to use tech support because the transfer process didn't work. In theory, you can use Amazon cloud to transfer everything on your old tablet to your new tablet. It didn't work, tech support was bluntly unable to help but it was literally the best bad results support phone call I've ever had. The rep was genuine, funny and you could tell that this was tech support, not customer service because he told me immediately that this was a known problem and wouldn't be solved. He thanked me for accepting reality LOL and moving on without yelling at him.The best thing about these tablets is the affordability. It puts all the Amazon branded entertainment in your hands at a reasonable price. The worse thing is the unavailability of some of the most widely used apps (like realtor apps, art apps and design app). The durability and affordability makes these tablets natural workhorses but the lack of access to basic apps hinders people from using them. That's a huge problem and that's where this review went from five stars to four.",TXEggplant,4.0,"November 21, 2019",United States,28
"Books don't stay saved on the device or the SD card. I download them, and within 24 hours they are gone. Amazon tech support acknowledged that this is an issue with the latest version (9th generation) of the HD10. I suspect they'll have a solution in place soon, but until then the device is worthless to me. [Amazon is great about returns, so they sent me a prepaid mailing label so that I can return my new HD10.] I've been really satisfied with other/previous versions of the Fire (HD8, HDX, HD10), so this is a major disappointment.",Kindle Customer,2.0,"November 8, 2019",United States,35
"The tablet seems fine, but be aware, you are paying for an ad machine. There are ads on the lockscreen and throughout the device.My kids can't go 5 minutes without asking about the latest ad they saw on my lockscreen.It apparently costs an extra $15 to remove. That is Amazon holding your eyeballs hostage.I refuse to negotiate with such tactics and will be returning. I'd rather spend an extra $500 and get something tried and true.",Arik,2.0,"November 23, 2019",United States,35
